ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_keywords,rtable_keywords,label,_id
"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",what is wrong with topic modeling? and how to fix it using search-based software engineering,d kim; d seo; s cho; p kang,a agrawal; w fu; t menzies,"Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training","Topic modeling, Stability, LDA, tuning, differential evolution",0,796
stock movement prediction from tweets and historical prices,using social media to mine and analyze public opinion related to covid-19 in china,y xu; sb cohen,x han; j wang; m zhang; x wang,"Twitter, Stock Price, Topic Modelling",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,1093
text mining in organizational research,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,vb kobayashi; st mol; ha berkers,c bravo gonzález-blas; l minnoye; d papasokrati,"text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis","cis-Regulator, topic modeling",0,1113
applying lda topic modeling in communication research: toward a valid and reliable methodology,facebook language predicts depression in medical records,d maier; a waldherr; p miltner,jc eichstaedt; rj smith,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","big data, depression, social media, Facebook, screening",0,183
applications of deep learning in stock market prediction: recent progress,heterogeneous graph attention networks for semi-supervised short text classification,w jiang,h linmei; t yang; c shi; h ji; x li,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",0,137
topic modeling in management research: rendering new theory from textual data,what is wrong with topic modeling? and how to fix it using search-based software engineering,tr hannigan; rfj haans; k vakili,a agrawal; w fu; t menzies,"topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods","Topic modeling, Stability, LDA, tuning, differential evolution",0,1206
leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",y wang; w xu,d kim; d seo; s cho; p kang,"Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning","Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training",0,737
health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,stock movement prediction from tweets and historical prices,q liu; z zheng; j zheng; q chen; g liu; s chen,y xu; sb cohen,coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,"Twitter, Stock Price, Topic Modelling",0,660
analyst information discovery and interpretation roles: a topic modeling approach,toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,ah huang; r lehavy; ay zang,e park; b chae; j kwon,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","topical structure modeling, topic modeling",0,80
public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,text mining in organizational research,s boon-itt; y skunkan,vb kobayashi; st mol; ha berkers,COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,"text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,922
"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models","social media analytics–challenges in topic discovery, data collection, and data preparation",j treur,s stieglitz; m mirbabaie; b ross,"Topic modeling, Network-Oriented Modeling, Adaptive Network",Social media analytics Social media Information systems Big data,0,829
stm: an r package for structural topic models,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",me roberts; bm stewart; d tingley,zc lipton,"Structural Topic Model, Topic Modeling, Text Classifications","Machine larning, Model Interpretability",0,1088
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,x zhou; w liang; i kevin; k wang,h jelodar; y wang; r orji,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0,29
stm: an r package for structural topic models,text similarity in vector space models: a comparative study,me roberts; bm stewart; d tingley,o shahmirzadi; a lugowski,"Structural Topic Model, Topic Modeling, Text Classifications","text similarity, vector space model, text embedding, patent, big data",0,1075
detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",x chen; d zou; g cheng; h xie,zc lipton,Applications in subject areas Data science applications in education,"Machine larning, Model Interpretability",0,471
applying lda topic modeling in communication research: toward a valid and reliable methodology,text mining in organizational research,d maier; a waldherr; p miltner,vb kobayashi; st mol; ha berkers,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,165
automated phrase mining from massive text corpora,topic modeling in embedding spaces,j shang; j liu; m jiang; x ren,ab dieng; fjr ruiz; dm blei,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Embeeding Space, Topic Modeling",0,248
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",mapping the anti-vaccination movement on facebook,w yin; j hay; d roth,n smith; t graham,"Classification, Topic Modelling, Zero-shot text",Anti-vaccination; social network analysis; topic modelling; social network sites; social media,0,307
"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,d kim; d seo; s cho; p kang,t shi; k kang; j choo; ck reddy,"Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training","Topic modeling, short texts, non-negative matrix factorization, word embedding",0,798
no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,policy diffusion: the issue‐definition stage,e de vries; m schoonvelde; g schumacher,f gilardi; cr shipan; b wüest,"automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA","Policy Diffusion, Topic Modeling, Definion Stage",0,872
calibration: the achilles heel of predictive analytics,using social media to mine and analyze public opinion related to covid-19 in china,ben van calster; david j mcleron,x han; j wang; m zhang; x wang,"Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,346
